902/921,920,901,status,main_number,cd,number,[HL]GPレンズ検索シート,brand_name,color_name,wearing_period,price,pcs,maxpower,dia,g_dia,bc,water_content,kinou,spec,obj_color,bandle,/Users/asano/Desktop/data_sample/Links/,lens_gazou,kurome_gazou,chame_gazou,sample_image,lens_image,black_eyes,brown_eyes,/Users/asano/マイドライブ（yuuki-asano@hotelovers.co.jp）/【※フォルダ名編集禁止】109販促画像格納/1day,/Users/asano/Desktop/data/Links/,power,bandle_siji,QUIZ_E&J,QUIZ_Cc,comment,delete_comment,cc_main_number,cc_brand_name,cc_color_name,cc_brandxcolor,cc_wearing_period,cc,cc_dia,cc_g_dia,cc_okasan,cc_seisa
TRUE,TRUE,OK,新色,MIU0002,lnt,2908,PB,ミューム,リンクティント,1day,"1,760",10,-8,14.2,13.5,8.6,38,"モイスト,UVカット,8","モイスト,UVカット",#d489ab,/Users/asano/Desktop/data_sample/Links/bundle_pb_oneday.jpg,https://drive.google.com/file/d/1vNsqIBznibpmshxmHHWozYsHEANn6M6H/view?usp=drive_link,https://drive.google.com/file/d/1Ewnne9cfAPvoRdyfZm_H-sVue0x4QQ55/view?usp=drive_link,,,/Users/asano/Desktop/data/Links/1day/ミューム/リンクティント/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/ミューム/リンクティント/lens.jpg,/Users/asano/Desktop/data/Links/1day/ミューム/リンクティント/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/ミューム/リンクティント/茶目/brown.jpg,-,-,度なし（±0.00）〜8.00,3箱_背景ピンク,MIU0002リンクティント,"ベージュ,ブラウン","つるんとした質感で雰囲気のある目になれる！
深めのグリーンで大人っぽい！",#N/A,MIU0002,ミューム,プリズムストーン,MIU0002プリズムストーン,1day,グレー,14.2mm,13.5mm,グレー,1
TRUE,TRUE,OK,-,MIU0005,kurg,3001,PB,ミューム,くらげ,1month,"1,980",2,-10,14,13,8.6,38,"モイスト,UVカット,10","モイスト,UVカット",#8eb3c8,/Users/asano/Desktop/data_sample/Links/bundle_pb_monthly.jpg,https://drive.google.com/file/d/1Qa290Fbq7xakfQA7i3e_e3k3CIYBZARZ/view?usp=drive_link,https://drive.google.com/file/d/1eI-S2vaGcpz8MbY4hLdHR7qQsTNHDR0e/view?usp=drivesdk,https://drive.google.com/drive/folders/1jJsgxHoW_0vydbynXt-A298DeS_OiWhp,https://drive.google.com/drive/folders/10rMb1NnrMXv2z2W2LKqAaTzQ1SG6tAt0,/Users/asano/Desktop/data/Links/1month/ミューム/くらげ/thumbnail.jpg,/Users/asano/Desktop/data/Links/1month/ミューム/くらげ/lens.jpg,/Users/asano/Desktop/data/Links/1month/ミューム/くらげ/黒目/black.jpg,/Users/asano/Desktop/data/Links/1month/ミューム/くらげ/茶目/brown.jpg,https://static.growthpalette.com/img/post/6d54602d-f2bc-4c90-bfb6-04b8d4ddc94d/54164604d43711549983eaa0f20c56a0.jpg,https://static.growthpalette.com/img/post/00521e16-0a85-4b3b-b7d3-aa492e3fce2f/a12fd1fbb263543ca9956d5b6b3288dd.jpg,度なし（±0.00）〜10.00,2箱_背景が水色,MIU0005くらげ,ベージュ,"最強の裸眼詐欺できます！
本気でバレたくない人におすすめ✨️",毎日バレずに可愛く過ごしたい方へ♡先生！上司！かかってこい！,MIU0002,ミューム,ボンボン,MIU0002ボンボン,1day,"ブラウン,グレー",14.2mm,13.3mm,ブラウン,1
TRUE,TRUE,OK,-,MIU0005,slrc,3002,PB,ミューム,シェルラッコ,1month,"1,980",2,-8,14,13,8.6,38,"モイスト,UVカット,8","モイスト,UVカット",#8eb3c8,/Users/asano/Desktop/data_sample/Links/bundle_pb_monthly.jpg,https://drive.google.com/file/d/17WtY5KSh9Sq2dIFx7FqcQRd73Qai9h9T/view?usp=drive_link,https://drive.google.com/file/d/1AV8XJv3Ngzltor16XVHONNPQKKECUjRt/view?usp=drivesdk,https://drive.google.com/drive/folders/1_QdnjoKjECGBNCnxsNaeWXHROs32msqQ,https://drive.google.com/drive/folders/11VenFlBEPr2G8jwHvoBPenHjLsD_9Rzf,/Users/asano/Desktop/data/Links/1month/ミューム/シェルラッコ/thumbnail.jpg,/Users/asano/Desktop/data/Links/1month/ミューム/シェルラッコ/lens.jpg,/Users/asano/Desktop/data/Links/1month/ミューム/シェルラッコ/黒目/black.jpg,/Users/asano/Desktop/data/Links/1month/ミューム/シェルラッコ/茶目/brown.jpg,https://static.growthpalette.com/img/post/0ce4f307-5a8b-4d6d-97ae-317bdd0427b4/b62c2b19dc7520f2b0d180308253e3a7.jpg,https://static.growthpalette.com/img/post/6d4da1e0-674e-4322-b024-f1c2cc5ab8ce/744ad8930d7362c3601b50a97d92a079.jpg,度なし（±0.00）〜8.00,2箱_背景が水色,MIU0005シェルラッコ,ベージュ,"小さめ細フチナチュラル界隈で
いちばんかわいい！🎀",ツヤっとキレイめお姉さんの瞳に,-,ミューム,リンクティント,リンクティント,1day,#N/A,14.2mm,13.5mm,グリーン,1
TRUE,TRUE,OK,-,MIU0005,tumc,3003,PB,ミューム,トーンアップモカ,1month,"1,980",2,-8,14,13,8.6,38,"モイスト,UVカット,8","モイスト,UVカット",#8eb3c8,/Users/asano/Desktop/data_sample/Links/bundle_pb_monthly.jpg,https://drive.google.com/file/d/10d19Yqt1uHF_2JvLNnMaPb0C1aH44t1B/view?usp=drive_link,https://drive.google.com/file/d/1T_TZLggtg8aqfCWNnj80MsfBkR4nIiOm/view?usp=drivesdk,https://drive.google.com/drive/folders/1XcSR-GQ0n5U4IESYmARZNyFDkHAATbo4,https://drive.google.com/drive/folders/1rhbAYEQwBRkazBrslsb97QicvNAzYA5L,/Users/asano/Desktop/data/Links/1month/ミューム/トーンアップモカ/thumbnail.jpg,/Users/asano/Desktop/data/Links/1month/ミューム/トーンアップモカ/lens.jpg,/Users/asano/Desktop/data/Links/1month/ミューム/トーンアップモカ/黒目/black.jpg,/Users/asano/Desktop/data/Links/1month/ミューム/トーンアップモカ/茶目/brown.jpg,https://static.growthpalette.com/img/post/a28e7c45-a927-4760-8e13-283be28b521a/cf98b0bbc325669982e4aff3e043e992.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/MIU0005-TUMC-4.jpg,度なし（±0.00）〜8.00,2箱_背景が水色,MIU0005トーンアップモカ,ブラウン,"小さめ茶目詐欺カラコン！
元から茶色い目ですけど？になれる",-,AMU0001,アミュリー,テディボア,AMU0001テディボア,1day,"ブラウン,ピンク",15.0mm,14.4mm,ブラウン,1
TRUE,TRUE,OK,-,AMU0001,tdba,3101,PB,アミュリー,テディボア,1day,"1,760",10,-8,15,14.4,8.7,55,"モイスト,UVカット,8","モイスト,UVカット",#d489ab,/Users/asano/Desktop/data_sample/Links/bundle_pb_oneday.jpg,https://drive.google.com/file/d/1xp7KtFoiLEihZwEpfSpf49VjDkowOK1D/view?usp=drivesdk,https://drive.google.com/file/d/1E7_WIC-dMUEiOInyx1r2n-n0N40_EWke/view?usp=drivesdk,https://drive.google.com/drive/folders/1E4fYS877qcWRw8sKiZsmN9PLvg2-jlvm,https://drive.google.com/drive/folders/1KrIUmK9Dj_EgWtqiMPCqTzwUNyM69faj,/Users/asano/Desktop/data/Links/1day/アミュリー/テディボア/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/アミュリー/テディボア/lens.jpg,/Users/asano/Desktop/data/Links/1day/アミュリー/テディボア/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/アミュリー/テディボア/茶目/brown.jpg,https://static.growthpalette.com/img/post/db9cf123-a879-40cc-968b-6bff70ef8403/203ad7946b60ace3008e414b087c7f65.jpg,https://static.growthpalette.com/img/post/62ed410c-e226-480f-ac5b-0324fe451836/30b5a2f4b6997018dae57ba7506111f4.jpg,度なし（±0.00）〜8.00,3箱_背景ピンク,AMU0001テディボア,"ブラウン,ピンク","15mmの太フチだけど宇宙人にならない！
ふんわりデザインでデートにおすすめ♡",-,AMU0001,アミュリー,トフィークラウン,AMU0001トフィークラウン,1day,"ベージュ,グレー",15.0mm,14.4mm,グレー,1
TRUE,TRUE,OK,-,AMU0001,tfcr,3102,PB,アミュリー,トフィークラウン,1day,"1,760",10,-8,15,14.4,8.7,55,"モイスト,UVカット,8","モイスト,UVカット",#d489ab,/Users/asano/Desktop/data_sample/Links/bundle_pb_oneday.jpg,https://drive.google.com/file/d/1FFs6S-osbsfXcehYq7x5UuQZ8XYwrHgv/view?usp=drivesdk,https://drive.google.com/file/d/1-MBMjbwragfPVZ7SABUILOpc-MlzVr__/view?usp=drivesdk,https://drive.google.com/drive/folders/1KW4kZI_utwVl7DFxv3PD0x7MB6wgaPga,https://drive.google.com/drive/folders/1T2W-tpPviZ9xE8Yb_gqwfrpgL9Qh2ApD,/Users/asano/Desktop/data/Links/1day/アミュリー/トフィークラウン/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/アミュリー/トフィークラウン/lens.jpg,/Users/asano/Desktop/data/Links/1day/アミュリー/トフィークラウン/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/アミュリー/トフィークラウン/茶目/brown.jpg,https://static.growthpalette.com/img/post/ead22539-aa1d-4847-92f1-111cf56adab2/131fe738b93089c428525a5613d3e67a.jpg,https://static.growthpalette.com/img/post/fd781a31-def3-4f39-96fa-0b7ebd2d7628/48c8733b47406502ac5075ade6af113d.jpg,度なし（±0.00）〜8.00,3箱_背景ピンク,AMU0001トフィークラウン,"ベージュ,グレー","黒目奥目さんもめっちゃ光入る✨️
サイズもでっかくて最高",-,AMU0001,アミュリー,ブランデーメリィ,AMU0001ブランデーメリィ,1day,ブラウン,15.0mm,14.4mm,ブラウン,1
TRUE,TRUE,OK,-,AMU0001,brdmr,3103,PB,アミュリー,ブランデーメリィ,1day,"1,760",10,-8,15,14.4,8.7,55,"モイスト,UVカット,8","モイスト,UVカット",#d489ab,/Users/asano/Desktop/data_sample/Links/bundle_pb_oneday.jpg,https://drive.google.com/file/d/17PQBh40m9F-okMgCSDu9zTuYK_KwrPSE/view?usp=drivesdk,https://drive.google.com/file/d/1CZOZCMF6c8MY2Vkd06pPoES_FuaDmrA8/view?usp=drivesdk,https://drive.google.com/drive/folders/1l3KEyA-hhm1GoirPaGnU6kPyWlmRZyzz,https://drive.google.com/drive/folders/1QN6oaslb6dMh7yeAe5JqQZVnPhg-FB4T,/Users/asano/Desktop/data/Links/1day/アミュリー/ブランデーメリィ/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/アミュリー/ブランデーメリィ/lens.jpg,/Users/asano/Desktop/data/Links/1day/アミュリー/ブランデーメリィ/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/アミュリー/ブランデーメリィ/茶目/brown.jpg,https://static.growthpalette.com/img/post/7ac852af-25f9-4a15-8d84-1d2cc9f7f74a/40ff4a6a54453bfd180de6bab1137719.jpg,https://static.growthpalette.com/img/post/38e2a24b-6ecc-48cb-8d75-9290790f61f9/fc158f343bfb975dae4bc8c615db44b7.jpg,度なし（±0.00）〜8.00,3箱_背景ピンク,AMU0001ブランデーメリィ,ブラウン,"つやっと透明感＆トーンアップ！
絶妙な透け感で重くならない♡",-,AMU0001,アミュリー,ミュウグリス,AMU0001ミュウグリス,1day,グレー,15.0mm,14.4mm,グレー,1
TRUE,TRUE,OK,-,AMU0001,mugr,3104,PB,アミュリー,ミュウグリス,1day,"1,760",10,-8,15,14.4,8.7,55,"モイスト,UVカット,8","モイスト,UVカット",#d489ab,/Users/asano/Desktop/data_sample/Links/bundle_pb_oneday.jpg,https://drive.google.com/file/d/1QJjqTAiw4TKmhuVDBneIefPli_gNjZXs/view?usp=drivesdk,https://drive.google.com/file/d/1Cr2kqwYAUCUkuhtKAzSc2VeseG7CHPet/view?usp=drivesdk,https://drive.google.com/drive/folders/1feCermYRHbtVSmea3vG-AhBHFjD0-Gk4,https://drive.google.com/drive/folders/1XeVuFYAmG153D7M_O68NILbBuuFjH2nO,/Users/asano/Desktop/data/Links/1day/アミュリー/ミュウグリス/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/アミュリー/ミュウグリス/lens.jpg,/Users/asano/Desktop/data/Links/1day/アミュリー/ミュウグリス/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/アミュリー/ミュウグリス/茶目/brown.jpg,https://static.growthpalette.com/img/post/ac05fbeb-7f87-4d94-b0b6-037d62c89996/2f4e61704024679a0ec6f28cd0b0de0d.jpg,https://static.growthpalette.com/img/post/c040f0a2-7c54-4ebd-b41d-ba6cb7964588/3d2e7e245f6f151fc7091af2ac2c2688.jpg,度なし（±0.00）〜8.00,3箱_背景ピンク,AMU0001ミュウグリス,グレー,"儚くなれるぷるんとグレーで
猫ちゃんみたいな吸い込まれる目になる🐈️",-,RAI0001,レイン,アジサイ,RAI0001アジサイ,1day,"ブルー,パープル",14.5mm,13.7mm,パープル,1
TRUE,TRUE,OK,-,RAI0001,ajsi,3201,PB,レイン,アジサイ,1day,"1,760",10,-8,14.5,13.7,8.6,58,"モイスト,UVカット,8","モイスト,UVカット",#d489ab,/Users/asano/Desktop/data_sample/Links/bundle_pb_oneday.jpg,https://drive.google.com/file/d/1U01oj8CvJCCEJDqon1p_cMv8AjHKazY8/view?usp=drivesdk,https://drive.google.com/file/d/1w6vBdunBvUiTF9W9Qv85qoEmUdPdpHD4/view?usp=drivesdk,https://drive.google.com/drive/folders/1FbIu-fT8anmGplkg9bBAXaR_m08EigaJ,https://drive.google.com/drive/folders/1yXU_8LoEAPsLXjxd5-anrVRnEqu31-dH,/Users/asano/Desktop/data/Links/1day/レイン/アジサイ/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/レイン/アジサイ/lens.jpg,/Users/asano/Desktop/data/Links/1day/レイン/アジサイ/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/レイン/アジサイ/茶目/brown.jpg,https://static.growthpalette.com/img/post/68d725ad-5c4d-4e3b-9345-5ee8aacba6eb/145524d2c42487b28accf925f3f14d14.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/RAI0001-AJSI-4.jpg,度なし（±0.00）〜8.00,3箱_背景ピンク,RAI0001アジサイ,"ブルー,パープル","高発色すぎて誰でも発色してくれる！
水色とラベンダーで本物のアジサイみたい！",-,RAI0002,レイン,アジサイ,RAI0002アジサイ,1month,ブルー,14.5mm,13.7mm,ブルー,1
TRUE,TRUE,OK,-,RAI0001,sbov,3202,PB,レイン,シベリアンオリーブ,1day,"1,760",10,-8,14.5,13.7,8.6,58,"モイスト,UVカット,8","モイスト,UVカット",#d489ab,/Users/asano/Desktop/data_sample/Links/bundle_pb_oneday.jpg,https://drive.google.com/file/d/1Fv7Wc0BRn6pphA6r-xF0jm5Q08IWgdMn/view?usp=drivesdk,https://drive.google.com/file/d/1tiTgwV8hGXPKuHTrohd-ZZD1j0sb29PY/view?usp=drivesdk,https://drive.google.com/drive/folders/114xPXCdLbeM5Fpe5pp672UTZbMC2csF9,https://drive.google.com/drive/folders/1Qi1ARB5ZfWrEBZ9erEyct7VjxEq1kNqX,/Users/asano/Desktop/data/Links/1day/レイン/シベリアンオリーブ/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/レイン/シベリアンオリーブ/lens.jpg,/Users/asano/Desktop/data/Links/1day/レイン/シベリアンオリーブ/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/レイン/シベリアンオリーブ/茶目/brown.jpg,https://static.growthpalette.com/img/post/170a420e-44fb-4c8f-bc01-40929bbd06d8/65733565167f872728be605868bea1dc.jpg,https://static.growthpalette.com/img/post/872e6bba-a748-40b5-95c8-d1491a0ea30b/0345623b0d0778b5433909f7649d63c1.jpg,度なし（±0.00）〜8.00,3箱_背景ピンク,RAI0001シベリアンオリーブ,"オリーブ,グリーン","つけてびっくりの圧倒的妖精感、、、♡
透明感たっぷりオリーブ🌿",つけてびっくりの圧倒的妖精感、、、♡透明感たっぷりオリーブ,RAI0001,レイン,シベリアンオリーブ,RAI0001シベリアンオリーブ,1day,"オリーブ,グリーン",14.5mm,13.7mm,グリーン,1
TRUE,TRUE,OK,-,RAI0001,sbrg,3203,PB,レイン,シベリアングレー,1day,"1,760",10,-8,14.5,13.7,8.6,58,"モイスト,UVカット,8","モイスト,UVカット",#d489ab,/Users/asano/Desktop/data_sample/Links/bundle_pb_oneday.jpg,https://drive.google.com/file/d/1jgh1Fj7zh1hF-cLb32sFPYC2JI2d5KTe/view?usp=drivesdk,https://drive.google.com/file/d/1zLDm4VZ151ShDzKksXSN0wYF2ds8HhmJ/view?usp=drivesdk,https://drive.google.com/drive/folders/1vwoJ2rGeTfFNxWpA2oY-t0zq3cJGH-5I,https://drive.google.com/drive/folders/1QJsM2CuzfYee0F2XQWgbuckvn1R-pU7E,/Users/asano/Desktop/data/Links/1day/レイン/シベリアングレー/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/レイン/シベリアングレー/lens.jpg,/Users/asano/Desktop/data/Links/1day/レイン/シベリアングレー/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/レイン/シベリアングレー/茶目/brown.jpg,https://static.growthpalette.com/img/post/46d3d251-9388-433c-b641-345aea69542d/4c69d97c14234e7bd26a13a690dfc040.jpg,https://static.growthpalette.com/img/post/8d521cf0-c87e-4b22-b158-73705aa77e8c/da224e3bccf58bed770765e85592e2d0.jpg,度なし（±0.00）〜8.00,3箱_背景ピンク,RAI0001シベリアングレー,グレー,"唯一無二のまろやかグレー　
甘めグレコン探してる方に激推しです👍️",唯一無二のまろやかグレー　甘めグレコン探してる方に激推しです,RAI0001,レイン,シベリアングレー,RAI0001シベリアングレー,1day,グレー,14.5mm,13.7mm,グレー,1
TRUE,TRUE,OK,-,RAI0001,sbrb,3204,PB,レイン,シベリアンブルー,1day,"1,760",10,-8,14.5,13.7,8.6,58,"モイスト,UVカット,8","モイスト,UVカット",#d489ab,/Users/asano/Desktop/data_sample/Links/bundle_pb_oneday.jpg,https://drive.google.com/file/d/10tTQR5fkwEH9JiH-iXm7cFQf8IeZfvs5/view?usp=drivesdk,https://drive.google.com/file/d/1lxsaiVTmPr8Q-L2O8xrN2v_opBSocqwG/view?usp=drivesdk,https://drive.google.com/drive/folders/15HINH3k5QNNcSmgPWa93G1Uv3Xbgpvvt,https://drive.google.com/drive/folders/1dLCGTMvzB56d06aV6iDqWjUNG-ZQPK9Z,/Users/asano/Desktop/data/Links/1day/レイン/シベリアンブルー/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/レイン/シベリアンブルー/lens.jpg,/Users/asano/Desktop/data/Links/1day/レイン/シベリアンブルー/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/レイン/シベリアンブルー/茶目/brown.jpg,https://static.growthpalette.com/img/post/f1c52437-d2b4-488b-a12b-1d1b22a136a5/a062e638188ca5384c10baa8a1b3639b.jpg,https://static.growthpalette.com/img/post/3800a63c-42e9-4d0f-9dab-e4bbfd481016/c9b333a46f38ed0f31a1fc539f103366.jpg,度なし（±0.00）〜8.00,3箱_背景ピンク,RAI0001シベリアンブルー,ブルー,"グレーのフチに透明感たっぷりの
水色が死ぬほどかわいい！鬼リピしてます👍️",グレーのフチに透明感たっぷりの水色が死ぬほどかわいい！鬼リピしてます,RAI0001,レイン,シベリアンブルー,RAI0001シベリアンブルー,1day,ブルー,14.5mm,13.7mm,ブルー,1
TRUE,TRUE,OK,-,RAI0001,dlgr,3205,PB,レイン,ドールグレー,1day,"1,760",10,-8,14.5,13.7,8.6,58,"モイスト,UVカット,8","モイスト,UVカット",#d489ab,/Users/asano/Desktop/data_sample/Links/bundle_pb_oneday.jpg,https://drive.google.com/file/d/1PuhftVNJAKWHMC_WZNn5_wMK4fu3KyAb/view?usp=drivesdk,https://drive.google.com/file/d/1dZt4ypgq57ji008Q4rxheMiCH-cHP_PH/view?usp=drivesdk,https://drive.google.com/drive/folders/1TYvkeraLBWIZPzoRnxwVwqb1vC9eyX3x,https://drive.google.com/drive/folders/1Bt49SeWTLfP6dftrlsrExH0Dqp5EQpm0,/Users/asano/Desktop/data/Links/1day/レイン/ドールグレー/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/レイン/ドールグレー/lens.jpg,/Users/asano/Desktop/data/Links/1day/レイン/ドールグレー/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/レイン/ドールグレー/茶目/brown.jpg,https://static.growthpalette.com/img/post/518db4e3-c9d4-4e16-8878-ed907a6dde8d/78538fd29ec7222512ff80ed11658771.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/RAI0001-DLGR-4.jpg,度なし（±0.00）〜8.00,3箱_背景ピンク,RAI0001ドールグレー,グレー,"ハーフ系になりすぎない青みグレー✨️
ガラス玉みたいな透明感かわいい♡",-,RAI0001,レイン,ドールグレー,RAI0001ドールグレー,1day,グレー,14.5mm,13.7mm,グレー,1
TRUE,TRUE,OK,-,RAI0001,nmpl,3206,PB,レイン,ネモフィラ,1day,"1,760",10,-8,14.5,13.7,8.6,58,"モイスト,UVカット,8","モイスト,UVカット",#d489ab,/Users/asano/Desktop/data_sample/Links/bundle_pb_oneday.jpg,https://drive.google.com/file/d/1xr00mDHoCv4gRlaegZ6tTtEvAj2heXVO/view?usp=drivesdk,https://drive.google.com/file/d/1Zxo-2Hf2RoO7X5s8ummc0mZNRusmhmG2/view?usp=drivesdk,https://drive.google.com/drive/folders/1vvakIBFOM0dYF5do0ifBqXqGM2bMpkow,https://drive.google.com/drive/folders/1DpqRnp-Md5xX6j8tHDme0V6wjMiVibAL,/Users/asano/Desktop/data/Links/1day/レイン/ネモフィラ/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/レイン/ネモフィラ/lens.jpg,/Users/asano/Desktop/data/Links/1day/レイン/ネモフィラ/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/レイン/ネモフィラ/茶目/brown.jpg,https://static.growthpalette.com/img/post/d263edaf-2852-4a0b-882b-0eabb22da453/efab737d365e6f2035315c70b6530f71.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/RAI0001-NMPL-4.jpg,度なし（±0.00）〜8.00,3箱_背景ピンク,RAI0001ネモフィラ,ブルー,"盛れる水色コン。
コスプレほどいかないけどちゃんと高発色💙",盛れる水色コン。発色もコスプレほどいかないけどちゃんと高発色、ドールっぽくなれる♡,RAI0002,レイン,ドールグレー,RAI0002ドールグレー,1month,グレー,14.5mm,13.7mm,グレー,1
TRUE,TRUE,OK,-,RAI0001,rrgj,3207,PB,レイン,リリーグレージュ,1day,"1,760",10,-8,14.5,13.7,8.6,58,"モイスト,UVカット,8","モイスト,UVカット",#d489ab,/Users/asano/Desktop/data_sample/Links/bundle_pb_oneday.jpg,https://drive.google.com/file/d/1jxdHK2Bi4yWkGfIyI5QXSGOhZtHXxvJ3/view?usp=drivesdk,https://drive.google.com/file/d/1pdRaJRr-Si3G_2EVdC-YbjKkjtOaaWiT/view?usp=drivesdk,https://drive.google.com/drive/folders/1Ok5hbD0k2XJkLxFNQbdmqkmcR2fGPSsF,https://drive.google.com/drive/folders/1QuaLoOaHCJRGotdQwLDW1fN9JI0zpcAA,/Users/asano/Desktop/data/Links/1day/レイン/リリーグレージュ/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/レイン/リリーグレージュ/lens.jpg,/Users/asano/Desktop/data/Links/1day/レイン/リリーグレージュ/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/レイン/リリーグレージュ/茶目/brown.jpg,https://static.growthpalette.com/img/post/aaa111ab-eac3-44d3-a001-6df89fa019eb/8caf0739ae9ccfde60f4b652b3a5b923.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/RAI0001-RRGJ-4.jpg,度なし（±0.00）〜8.00,3箱_背景ピンク,RAI0001リリーグレージュ,"ブルー,グレー","ナチュラルなのにしっかり盛れる♡
青みグレーとキラキラ感が唯一無二",-,RAI0001,レイン,ネモフィラ,RAI0001ネモフィラ,1day,ブルー,14.5mm,13.7mm,ブルー,1
TRUE,TRUE,OK,-,RAI0001,lylt,3208,PB,レイン,リリーラテ,1day,"1,760",10,-8,14.5,13.7,8.6,58,"モイスト,UVカット,8","モイスト,UVカット",#d489ab,/Users/asano/Desktop/data_sample/Links/bundle_pb_oneday.jpg,https://drive.google.com/file/d/1DoSp2TvwYGWM_gcowwMotKVqnGDsUVz6/view?usp=drivesdk,https://drive.google.com/file/d/1fzc0ZHa3yC69oJwWKjn3K-pzlqTaH-Oq/view?usp=drivesdk,https://drive.google.com/drive/folders/1-fBYlXApvee-KRSMMYis2XbWbzK7eWpy,https://drive.google.com/drive/folders/1xSKewksMAoJYvOTg62S7rTWYIjyQZzJA,/Users/asano/Desktop/data/Links/1day/レイン/リリーラテ/thumbnail.jpg,/Users/asano/Desktop/data/Links/1day/レイン/リリーラテ/lens.jpg,/Users/asano/Desktop/data/Links/1day/レイン/リリーラテ/黒目/black.jpg,/Users/asano/Desktop/data/Links/1day/レイン/リリーラテ/茶目/brown.jpg,https://static.growthpalette.com/img/post/2205c781-598b-430e-8e0b-546d80a73151/88c65fae834db2e1b7efa1933a239ee2.jpg,https://static.growthpalette.com/front/assets/hl2/img/search-contact-lens/image/data/item/PC/thumb/RAI0001-LYLT-4.jpg,度なし（±0.00）〜8.00,3箱_背景ピンク,RAI0001リリーラテ,"ベージュ,ヘーゼル","可愛すぎるナチュラルハーフ系！
色素薄めで儚い…♡",可愛すぎるナチュラルハーフ系！色素薄めで儚い…♡,RAI0002,レイン,ネモフィラ,RAI0002ネモフィラ,1month,ブルー,14.5mm,13.7mm,ブルー,1
TRUE,TRUE,OK,-,RAI0002,ajsi,3301,PB,レイン,アジサイ,1month,"1,980",2,度なしのみ取扱い,14.5,13.7,8.6,38,"モイスト,UVカット","モイスト,UVカット",#8eb3c8,/Users/asano/Desktop/data_sample/Links/bundle_pb_monthly.jpg,https://drive.google.com/file/d/1fTYj_w-tvBgo2kmM3YlVOm3kIHcKJqHl/view?usp=drivesdk,https://drive.google.com/file/d/1DhBM98y2ujLAmUGjITS4VU44dX8ctz-J/view?usp=drivesdk,https://drive.google.com/drive/folders/1D8Hrf2Kxw63ngNQCNbYKvbS6-saSTJfn,https://drive.google.com/drive/folders/1PDZyvyUP6IxpQjZnh8Uvx7mPp7QJaCjF,/Users/asano/Desktop/data/Links/1month/レイン/アジサイ/thumbnail.jpg,/Users/asano/Desktop/data/Links/1month/レイン/アジサイ/lens.jpg,/Users/asano/Desktop/data/Links/1month/レイン/アジサイ/黒目/black.jpg,/Users/asano/Desktop/data/Links/1month/レイン/アジサイ/茶目/brown.jpg,https://static.growthpalette.com/img/post/33d1f216-d1e3-44f2-85df-2d593ff3f464/cd0628b0227d64463127e95bdc543925.jpg,https://static.growthpalette.com/img/post/fe4f8e1b-84f4-4c24-9382-88ef7a45ae1d/4d8a615421439a9533d5fcd1fe1ac591.jpg,度なしのみ,2箱_背景が水色,RAI0002アジサイ,ブルー,"高発色すぎて誰でも発色してくれる！
水色とラベンダーで本物のアジサイみたい！",-,RAI0001,レイン,リリーグレージュ,RAI0001リリーグレージュ,1day,"ブルー,グレー",14.5mm,13.7mm,ブルー,1
